poi_name,poi_rating,poi_price,poi_category,poi_address,poi_latitude,poi_longitude,source,nearest_bike_station,distance_to_nearest_station,bike_station_name,bike_station_latitude,bike_station_longitude,number_of_bikes
Buzz 35 Bistro,4.0,₺₺,"['Bars', 'Turkish']","Mithatpaşa Cad. No:1056 / B, Güzelyalı, 35290 İzmir, Turkey",38.3974726,27.085745,yelp,Göztepe Köprü,259.02592111495227,Göztepe Köprü,38.3992000613,27.0837509082,30
Arzu Pide Salonları,3.3,₺,['Turkish'],"Hıfsızsıhha Mah. İnönü Cad., No: 665/A, İzmir, Turkey",38.393092,27.085641,yelp,Göztepe Köprü,698.874644251804,Göztepe Köprü,38.3992000613,27.0837509082,30
Siesta Cafe,3.8,₺₺,"['Coffee & Tea', 'Cafes']","Mithat Paşa Cad. No: 1132, 35290 İzmir, Turkey",38.398234,27.083353,yelp,Göztepe Köprü,112.87921472054889,Göztepe Köprü,38.3992000613,27.0837509082,30
Nergiz Hanımın Mutfağı,4.0,Unknown,['Turkish'],"Güzelyalı Mah., 57 Sok. No. 2/1-B Konak, 35290 İzmir, Turkey",38.3969,27.086511,yelp,Göztepe Köprü,351.0911196539212,Göztepe Köprü,38.3992000613,27.0837509082,30
Sultan İnegöl Köftecisi,4.0,Unknown,['Meatballs'],"Göztepe Mah., 77 Sok. No:2/A-B, 35290 İzmir, Turkey",38.3973345,27.0884713,yelp,Göztepe Köprü,460.70328902801623,Göztepe Köprü,38.3992000613,27.0837509082,30
Charleston Cake & More,9.1,2.0,Café,"Mithatpaşa Cad No: 850/1 Göztepe - Konak, İzmir",38.402033,27.09499,foursquare,Susuzdede,171.7510671375403,Susuzdede,38.4021639086,27.0930261205,15
Enfes Seyler Cafe & Bistro,8.8,2.0,Café,"Mithatpasa Cad No: 739/C Konak (Mithatpaşa Caddesi No:739/C), 35290 İzmir",38.40229,27.095587,foursquare,Susuzdede,223.59551198709633,Susuzdede,38.4021639086,27.0930261205,15
Tuzu Biberi Mangal,7.6,2.0,Turkish,"Mithat Paşa Cad No: 888/A, Güzelyalı (Mustafa Kemal Sahil Bulvarı), İzmir",38.400663,27.092393,foursquare,Susuzdede,175.77632323557472,Susuzdede,38.4021639086,27.0930261205,15
Cafe Villa Fırat,8.3,2.0,Café,İzmir,38.40087,27.094707,foursquare,Susuzdede,205.31656039579326,Susuzdede,38.4021639086,27.0930261205,15
Pizza Venedik Express,8.2,2.0,Pizza,"Mithat Paşa Cad, No: 836 / A, Güzelyalı, 35290 İzmir",38.402508,27.095872,foursquare,Susuzdede,250.92428464826799,Susuzdede,38.4021639086,27.0930261205,15
Retro Cafe 29 May,8.1,2.0,Café,"Mithatpaşa Cad 882/1-a Küçükyalı (Mithatpaşa), İzmir",38.402681,27.095932,foursquare,Susuzdede,259.66413054920633,Susuzdede,38.4021639086,27.0930261205,15
Göztepe Kokoreççisi,8.0,Unknown,Kokoreç Restaurant,"Mithatpaşa Cad No:918, İzmir",38.399584,27.091721,foursquare,Susuzdede,308.59495376234077,Susuzdede,38.4021639086,27.0930261205,15
Gurme Peynircim,8.1,2.0,Deli,"Mithatpasa Cad No:824 /A Sadikbey Goztepe, İzmir",38.402978,27.096842,foursquare,Susuzdede,344.6164756996576,Susuzdede,38.4021639086,27.0930261205,15
Muzom Restoran,8.5,Unknown,BBQ,"Mithatpasa Cad No:956 Sahil Tarafi Goztepe Konak, 35290 İzmir",38.399042,27.090965,foursquare,Susuzdede,390.85381539321656,Susuzdede,38.4021639086,27.0930261205,15
Burger Attack,8.6,2.0,Burgers,"Mithatpaşa Cad No: 974/A, 35290 Konak",38.399036,27.09009,foursquare,Susuzdede,431.7808350602391,Susuzdede,38.4021639086,27.0930261205,15
Ora Lahmacun,4.3,₺,"['Kebab', 'Lahmacun', 'Pita']","Göztepe Mah., Mithat Paşa Cad. No:856 D:1/A, 35320 İzmir, Turkey",38.399129,27.091337,yelp,Susuzdede,368.1709360617219,Susuzdede,38.4021639086,27.0930261205,15
Nail Gurme Şarküteri,4.0,Unknown,['Delis'],"Göztepe Mah. Mithat Paşa Cad., No: 891/A, 35290 İzmir, Turkey",38.3998299,27.0922794,yelp,Susuzdede,267.563323680045,Susuzdede,38.4021639086,27.0930261205,15
Balıkçım,3.8,Unknown,['Seafood'],"Göztepe Mah., Mithat Paşa Cad. No: 944 / G, 35370 İzmir, Turkey",38.399097,27.091395,yelp,Susuzdede,369.461404514311,Susuzdede,38.4021639086,27.0930261205,15
Macır Köfte,5.0,Unknown,['Meatballs'],"Göztepe Mah., 95. Sok. No:1/1A, 35290 İzmir, Turkey",38.399248,27.091058,yelp,Susuzdede,366.8002729048583,Susuzdede,38.4021639086,27.0930261205,15
Kırçiçeği,5.0,Unknown,['Turkish'],"Göztepe Mah., Mithat Paşa Cad. No: 741/ A, 35290 İzmir, Turkey",38.402172,27.095546,yelp,Susuzdede,219.5847630982691,Susuzdede,38.4021639086,27.0930261205,15
Göz Göz Döner,4.0,₺₺,['Turkish'],"Mithatpaşa Caddesi No: 838 Göztepe Konak, 35290 İzmir, Turkey",38.4019272,27.0951745,yelp,Susuzdede,189.05186652797738,Susuzdede,38.4021639086,27.0930261205,15
Köylü Kardeşler,3.8,₺₺,['Delis'],"Göztepe Mah., Mithat Paşa Cad. No: 821/ A, 35290 İzmir, Turkey",38.3995705,27.092289,yelp,Susuzdede,295.44159843073123,Susuzdede,38.4021639086,27.0930261205,15
Chıcky Döner,4.0,Unknown,['Turkish'],"Mithat Paşa Cad., No: 834, 35280 İzmir, Turkey",38.402437,27.095986,yelp,Susuzdede,259.7055822138586,Susuzdede,38.4021639086,27.0930261205,15
Güzelyalı Köftecisi Erdal Usta,4.0,₺,['Meatballs'],"Mithatpaşa Cad. Göztepe, 35290 İzmir, Turkey",38.4001115,27.0924162,yelp,Susuzdede,234.32497996338657,Susuzdede,38.4021639086,27.0930261205,15
Muzom Restaurant Cafe Bar,3.0,₺₺,['Turkish'],"Mithatpaşa Cad.  No. 956, Göztepe, 35290 İzmir, Turkey",38.3988017,27.090974,yelp,Susuzdede,414.4285197306533,Susuzdede,38.4021639086,27.0930261205,15
Orkinos Restaurant,8.3,3.0,Seafood,İzmir,38.405404,27.098609,foursquare,Köprü,91.62720339853904,Köprü,38.4062155783,27.0987910553,15
No Ondört Coffee,8.5,2.0,Café,"Ayşe Mayda Sok No:14, Konak",38.403761,27.099385,foursquare,Köprü,277.8005624836403,Köprü,38.4062155783,27.0987910553,15
Petunya Cafe,8.0,2.0,Café,"129 Sok No: 12/A (Mithatpaşa Caddesi), 35000 Konak",38.404444,27.100676,foursquare,Köprü,256.48112897790367,Köprü,38.4062155783,27.0987910553,15
Bulut Fırın,9.1,1.0,Bakery,"137 Sok No: 36, Konak",38.403913,27.102455,foursquare,Köprü,409.2478225104878,Köprü,38.4062155783,27.0987910553,15
Küçükyalı Gevrek Fırını,8.8,1.0,Bakery,"Mithat Paşa Cad No:569 Küçükyalı, İzmir",38.406886,27.103158,foursquare,Köprü,387.74723037174135,Köprü,38.4062155783,27.0987910553,15
Café La Dose,9.0,2.0,Café,İzmir,38.407367,27.103952,foursquare,Köprü,467.5680676059537,Köprü,38.4062155783,27.0987910553,15
Pizza Locale - Mustafa Kemal Sahil,8.8,2.0,Pizza,"Mustafa Kemal Sahil BLV. No:351, 35280 İzmir",38.407335,27.103751,foursquare,Köprü,449.751249877872,Köprü,38.4062155783,27.0987910553,15
Kafe Köşk,3.0,Unknown,"['Cafes', 'Coffee & Tea']","Mustafa Kemal Sahil Bulv. No:435, Küçükyalı, 34865 İzmir, Turkey",38.4055786,27.0984859,yelp,Köprü,75.65547868959035,Köprü,38.4062155783,27.0987910553,15
Calypso Cafe,4.0,Unknown,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']","Mustafa Kemal Sahil Blv. No:457, 35280 İzmir, Turkey",38.4044570391798,27.0973072135962,yelp,Köprü,234.42242340166717,Köprü,38.4062155783,27.0987910553,15
Kebire Ana,5.0,Unknown,['Cafeteria'],"141. Sok. Goztepe, 35280 İzmir, Turkey",38.4060097,27.1031494,yelp,Köprü,380.4558719431443,Köprü,38.4062155783,27.0987910553,15
Meşhur Kuyum Pide,4.4,Unknown,['Pita'],"İnönü Cad. No: 297/B, Karabağlar, 35150 İzmir, Turkey",38.401461,27.10635,yelp,Köprü,844.6057240854764,Köprü,38.4062155783,27.0987910553,15
Nokta Balık Pişiricisi,4.0,Unknown,['Seafood'],"234. Sok. No: 2/B, Hatay, 35100 İzmir, Turkey",38.401062,27.106487,yelp,Köprü,882.1059277266754,Köprü,38.4062155783,27.0987910553,15
Karma,4.4,₺₺,"['Coffee & Tea', 'Cafes']","Göztepe Mah., Mithat Paşa Cad. No: 816/A, 35280 İzmir, Turkey",38.4036217,27.0970287,yelp,Köprü,326.7605262390735,Köprü,38.4062155783,27.0987910553,15
Çekirdek Kahve,3.0,Unknown,"['Coffee & Tea', 'Cafes']","Küçükyalı, 35280 İzmir, Turkey",38.4031,27.100085,yelp,Köprü,364.32310575152803,Köprü,38.4062155783,27.0987910553,15
Waffle Home Cafe,4.0,Unknown,"['Cafes', 'Coffee & Tea']","234 Sok., 35030 İzmir, Turkey",38.4011075077523,27.1066694338375,yelp,Köprü,891.016722755021,Köprü,38.4062155783,27.0987910553,15
Papağan Cafe,4.0,₺,"['Coffee & Tea', 'Cafes']","Çankaya Mah., A Blok SSK Konak Tesisleri No: 5 D: D1-K K: Zemin, İzmir, Turkey",38.4034882,27.1009502,yelp,Köprü,356.8900763991156,Köprü,38.4062155783,27.0987910553,15
Tulumbalı Meyhane,7.9,Unknown,Meyhane,"Mithatpaşa Cad No:540 Küçükyalı, İzmir",38.40924,27.110555,foursquare,Karantina,138.54830620716487,Karantina,38.4090090197,27.1089924616,15
Tulumbalı Meyhane Cümbüşşş,8.1,Unknown,Meyhane,"Mithatpaşa Cad No:488/A, İzmir",38.409503,27.113063,foursquare,Karantina,358.90109290468644,Karantina,38.4090090197,27.1089924616,15
Aran Pide Salonu,8.5,2.0,Pide,"Mithat Paşa Cad No:517/B Küçükyalı (Mithatpasa Caddesi), 35280 Konak",38.407266,27.105532,foursquare,Karantina,358.43966663250205,Karantina,38.4090090197,27.1089924616,15
İlk Adresim Restaurant,7.7,Unknown,Meyhane,Konak,38.409475,27.113501,foursquare,Karantina,396.2391111505525,Karantina,38.4090090197,27.1089924616,15
Sahil Restaurant,3.0,₺₺₺,['Seafood'],"Mitahatpaşa Mah., Mustafa Kemal Sahil Bulv.No 225  Küçükyalı, 35280 İzmir, Turkey",38.407624,27.1041991,yelp,Karantina,445.1488088384485,Karantina,38.4090090197,27.1089924616,15
Alabi Restorant,4.0,Unknown,['Turkish'],"Ali Rıza Avani  Bulv., Gazeteci Hasan Tahsin Cd. Bahçelievler, 35150 İzmir, Turkey",38.3988,27.108747,yelp,Karantina,1135.3942866433933,Karantina,38.4090090197,27.1089924616,15
İzmirspor Lokantası,4.0,₺,['Turkish'],"233 Sok. No: 6/ A, 35100 İzmir, Turkey",38.403034,27.108461,yelp,Karantina,666.0047732925208,Karantina,38.4090090197,27.1089924616,15
Girit Sofrası,3.5,₺,['Turkish'],"Mithat Paşa Cad., No: 395/A, Türkiye İş Bankası Yanı, İzmir, Turkey",38.40928,27.111763,yelp,Karantina,243.275336464732,Karantina,38.4090090197,27.1089924616,15
Ege Lokantası,4.0,Unknown,['Turkish'],"Murat Reis Mh., 177 Sok. No:94 /A Konak, 35280 İzmir, Turkey",38.4038391,27.1085091,yelp,Karantina,576.4104660676071,Karantina,38.4090090197,27.1089924616,15
Ehli Keyif Restaurant,3.0,Unknown,"['Turkish', 'Kebab']","Mithat Paşa Cad., No: 488/A, 35110 İzmir, Turkey",38.40919,27.11344,yelp,Karantina,388.04459643653286,Karantina,38.4090090197,27.1089924616,15
Sembol Pide & Kebap,7.5,Unknown,Pide,"Mithatpaşa Cad No:61/A Karataş Göztepe, İzmir",38.411649,27.121998,foursquare,Karataş,163.36227815947578,Karataş,38.4116478229,27.1201230494,15
Meşhur Acarlar Unlu Mamülleri Gıda,7.7,1.0,Bakery,"Mithatpaşa Cad, No:133 Karataş, 35260 Konak",38.410146,27.12058,foursquare,Karataş,171.67583069548587,Karataş,38.4116478229,27.1201230494,15
Karataş Ekmek Ve Unlu Mamülleri,7.9,1.0,Bakery,"Mithat Paşa Cad No: 165/A, Konak Merkez, İzmir",38.409855,27.119582,foursquare,Karataş,204.85112624894268,Karataş,38.4116478229,27.1201230494,15
Eye Opia,8.0,2.0,Café,"Karataş 305 Sok No:37/A Barbaros Sok (Mithatpaşa Cad.), İzmir",38.409433,27.120624,foursquare,Karataş,250.11538508638753,Karataş,38.4116478229,27.1201230494,15
Asansir Cafe & Souvenir,8.3,2.0,Café,"Mithatpaşa Cad Dario Moreno Sok No: 1 Karataş, İzmir",38.40928,27.117499,foursquare,Karataş,348.70517574802346,Karataş,38.4116478229,27.1201230494,15
Frida Cafe,8.4,2.0,Café,"Turgut Reis, Dario Moreno Sok No:1 (Şht. Nihat Bey Cad.), 35000 Konak",38.409296,27.117236,foursquare,Karataş,362.85689260111366,Karataş,38.4116478229,27.1201230494,15
Taş Ev,8.2,2.0,Café,"Dario Moreno Sok, Konak",38.409112,27.117351,foursquare,Karataş,371.27378767220813,Karataş,38.4116478229,27.1201230494,15
Asansör Teras Cafe & Bar,8.2,2.0,Café,"Şehit Nihat Bey Cad (Karataş), 35280 Konak",38.408619,27.117471,foursquare,Karataş,408.4399566832483,Karataş,38.4116478229,27.1201230494,15
Ergök Döner,9.0,Unknown,Doner,"İnönü Cad, No: 160 / B Hatay, Karabağlar",38.405558,27.121261,foursquare,Karataş,684.379036793856,Karataş,38.4116478229,27.1201230494,15
Asansör Restoran,4.0,₺₺,['French'],"Turgut Reis Mah., Şehit Nihatbey Cd. No:76/A, 03500 İzmir, Turkey",38.408679,27.117661,yelp,Karataş,393.69658427347105,Karataş,38.4116478229,27.1201230494,15
Egeli Restoran,4.5,Unknown,['Turkish'],"Mustafa Kemal Sahil Bulv., Cad. No: 751 Güzelyalı, 35100 İzmir, Turkey",38.4111684,27.1202813,yelp,Karataş,55.063735027013685,Karataş,38.4116478229,27.1201230494,15
Kırkmerdiven,4.0,₺₺,"['Coffee & Tea', 'Cafes']","Karatas Mah. Mithatpasa Cad., 305 Sok. No:59/ A, 35280 İzmir, Turkey",38.4092021017084,27.1189077571034,yelp,Karataş,291.839709716836,Karataş,38.4116478229,27.1201230494,15
Öz Urfa Cemal Usta,5.0,Unknown,['Turkish'],"Ali Rıza Avni Bulv. No: 4, 35370 İzmir, Turkey",38.401833,27.118144,yelp,Karataş,1104.899850984131,Karataş,38.4116478229,27.1201230494,15
Asansir Cafe,4.0,Unknown,"['Cafes', 'Coffee & Tea']","Dario Moreno Sok., Karataş, 35100 İzmir, Turkey",38.409125,27.117429,yelp,Karataş,365.7790905309684,Karataş,38.4116478229,27.1201230494,15
Cafehane,3.8,Unknown,"['Coffee & Tea', 'Cafes']","Mithat Paşa Cad., No: 172, 35110 İzmir, Turkey",38.409778,27.120008,yelp,Karataş,208.1566240540551,Karataş,38.4116478229,27.1201230494,15
Dilek & Sena Büfe,4.0,Unknown,"['Buffets', 'Fast Food']","394. Sk No: 103, Foça, 35100 İzmir, Turkey",38.411503,27.125547,yelp,Karataş,472.85716193263175,Karataş,38.4116478229,27.1201230494,15
Ottoman Nargile Atölyesi,4.0,₺₺,"['Cafes', 'Coffee & Tea']","Mustafa Kemal Sahil Bulvarı, No: 1146 / 1A Güzelyalı / Konak, 35260 İzmir, Turkey",38.4149348,27.1228523,yelp,Karataş,436.04087641950304,Karataş,38.4116478229,27.1201230494,15
Karataş Meze Evi,3.0,Unknown,['Delis'],"Karataş Mithat Paşa Cad., No: 334/A, İzmir, Turkey",38.4109192,27.1214294,yelp,Karataş,139.71193745209052,Karataş,38.4116478229,27.1201230494,15
Karataş Pide,4.0,Unknown,['Pita'],"Mithatpaşa Cad. No:81/A, Karataş, 35260 Izmir, Turkey",38.4110754409991,27.1215341621801,yelp,Karataş,138.4459996591657,Karataş,38.4116478229,27.1201230494,15
Çöpçüm,5.0,₺,['Barbeque'],"Zafertepe Mah., Eşrefpaşa Cad. No:417, Konak, 35270 İzmir, Turkey",38.4045821015806,27.128772425756,yelp,Karataş,1088.6993429343372,Karataş,38.4116478229,27.1201230494,15
Göz Göz Cafe,3.5,Unknown,"['Cafes', 'Coffee & Tea']","Mithatpaşa Cad., İzmir, Turkey",38.409783191222,27.1193254094133,yelp,Karataş,218.67558572128948,Karataş,38.4116478229,27.1201230494,15
Eti Çorbacısı,4.7,Unknown,['Soup'],"Bahçelievler Mh., 35150 İzmir, Turkey",38.4050359109842,27.1219361587524,yelp,Karataş,751.9939637658239,Karataş,38.4116478229,27.1201230494,15
Ebabil,4.7,Unknown,"['Turkish', 'Bakeries']","Ali Rıza Avni Bulv. No:14/A, Bahçelievler, Üçyol, 35110 İzmir, Turkey",38.4059469,27.1209043,yelp,Karataş,637.559042979563,Karataş,38.4116478229,27.1201230494,15
Cevatın Yeri Sahne Cafe,7.8,2.0,Café,İzmir,38.414801,27.12348,foursquare,Konak Metro ,403.60907601979045,Konak Metro ,38.416539,27.127547,20
Çaykovski,8.4,1.0,Café,"31. Sokak, Konak",38.417869,27.129058,foursquare,Konak Metro ,197.99187388548006,Konak Metro ,38.416539,27.127547,20
Konak Subay Orduevi Kahve'Nin Âlâsı,7.4,2.0,Café,Konak,38.415298,27.124938,foursquare,Konak Metro ,265.91343039665685,Konak Metro ,38.416539,27.127547,20
Tarihi Kemeraltı Börekçisi,8.2,1.0,Bakery,Konak,38.418298,27.131823,foursquare,Konak Metro ,420.75785723505237,Konak Metro ,38.416539,27.127547,20
Boyoz Cafe,7.2,2.0,Café,"Konak, İzmir",38.41349,27.126529,foursquare,Konak Metro ,350.44310982206844,Konak Metro ,38.416539,27.127547,20
Gümüş Salon,6.1,2.0,Breakfast,Unknown,38.41536,27.124899,foursquare,Konak Metro ,265.3507002745847,Konak Metro ,38.416539,27.127547,20
Konak Ödemiş Köftecisi,4.8,₺,['Meatballs'],"Konak katli  Otopark Yanı, Konak, 35920 İzmir, Turkey",38.4160101548132,27.1300250094177,yelp,Konak Metro ,223.757613430731,Konak Metro ,38.416539,27.127547,20
Doyuran Manisa Kebap Salonu,4.8,Unknown,"['Turkish', 'Kebab']","Kemeraltı Mah., 866 Sok. No:14, 35250 İzmir, Turkey",38.419173,27.132647,yelp,Konak Metro ,532.1677138704854,Konak Metro ,38.416539,27.127547,20
Billur Et Lokantası Fırın Yemekleri,5.0,₺,['Turkish'],"Kemeraltı Mevki, 873 Sok. No: 78 Konak, İzmir, Turkey",38.419028,27.13391,yelp,Konak Metro ,619.6019019952315,Konak Metro ,38.416539,27.127547,20
Tarihi Kemeraltı Lokantası,4.0,₺,"['Turkish', 'Kebab']","Anafartalar Cad., Veysel Çıkmazı No: 47/A, 35700 İzmir, Turkey",38.418319,27.131019,yelp,Konak Metro ,361.4880489532831,Konak Metro ,38.416539,27.127547,20
Cafe Antre,4.0,Unknown,['Fast Food'],"Çobanoğlu Zeki Bey Cad., No: 7/C, İzmir, Turkey",38.417779,27.129216,yelp,Konak Metro ,200.38609466743483,Konak Metro ,38.416539,27.127547,20
Osmanlı,7.5,2.0,Café,"Mustafa Kemal Sahil Bul, İzmir",38.418724,27.125827,foursquare,Konak İskele,54.31609040004842,Konak İskele,38.4187847458,27.1264456215,38
Rıhtım Cafe,6.4,2.0,Café,"Konak Vapur İskelesi Yanı, Konak",38.418718,27.125915,foursquare,Konak İskele,46.819866489667895,Konak İskele,38.4187847458,27.1264456215,38
Alsancak Unlu Mamuller,6.0,1.0,Bakery,"Konak Vapur İskelesi, Konak",38.41876,27.126046,foursquare,Konak İskele,34.92368258989705,Konak İskele,38.4187847458,27.1264456215,38
Cimbomlu Meşhur Söğüşçü,8.7,1.0,Fast Food,"855 Sok, No: 13 / A, 35250 Konak",38.419221,27.131919,foursquare,Konak İskele,479.3015396049288,Konak İskele,38.4187847458,27.1264456215,38
Komposto Turk Mutfagi,9.1,1.0,Turkish Home Cooking,"861 Sok No: 46 Kemeralti, 35250 Konak",38.420914,27.132207,foursquare,Konak İskele,554.9642727940536,Konak İskele,38.4187847458,27.1264456215,38
L’Aura Kitchen & Bar,8.2,3.0,Italian,"Ataturk Cad No:19 Konak Pier Avm (Atatürk Caddesi No:19/S), 35210 İzmir",38.423406,27.127362,foursquare,Konak İskele,520.0250969914938,Konak İskele,38.4187847458,27.1264456215,38
Mask Cafe&Bar,4.0,Unknown,"['Coffee & Tea', 'Bars', 'Cafes']","876 Sok. 52 Kemeraltı, İzmir, Turkey",38.41885,27.12872,yelp,Konak İskele,198.27705404710437,Konak İskele,38.4187847458,27.1264456215,38
Kemer 6 Balıkevi,4.6,₺₺,['Seafood'],"861 Sok. 1, Kemeraltı, 35920 İzmir, Turkey",38.4212683,27.1323454,yelp,Konak İskele,583.4726924570276,Konak İskele,38.4187847458,27.1264456215,38
Yüzde Yüz Cafe,4.0,₺₺₺,"['Coffee & Tea', 'Steakhouses', 'Cafes']","Atatürk Cad., Konak Pier Alışveriş Mrk. No: 19 D: 4 K: 4, İzmir, Turkey",38.421868,27.129374,yelp,Konak İskele,427.34651597841713,Konak İskele,38.4187847458,27.1264456215,38
Engelliler Merkezi Kafeteryası,4.8,₺,"['Cafes', 'Coffee & Tea']","Bahçelerarası Mah., Bakü Bulv. İnciraltı, İzmir, Turkey",38.41885,27.12872,yelp,Konak İskele,198.27705404710437,Konak İskele,38.4187847458,27.1264456215,38
Mandolin Cafe,4.0,₺₺,['Cafes'],"Konak Mah., Atatürk Cad. No:19 D:1, 35250 İzmir, Turkey",38.422723,27.129234,yelp,Konak İskele,500.7774213936287,Konak İskele,38.4187847458,27.1264456215,38
Adabeyi Balık Restaurant,4.7,Unknown,['Seafood'],"Konak Pier AVM, Atatürk Cad. No:19 D:1 K:Giriş, 35210 İzmir, Turkey",38.421868,27.129374,yelp,Konak İskele,427.34651597841713,Konak İskele,38.4187847458,27.1264456215,38
Mavra Restaurant,4.3,Unknown,"['Turkish', 'Seafood']","Cemal Gürsel Cad. No: 506 İnci Apt., Bostanlı, İzmir, Turkey",38.41885,27.12872,yelp,Konak İskele,198.27705404710437,Konak İskele,38.4187847458,27.1264456215,38
Meşhur Balık Pişiricisi,5.0,Unknown,['Seafood'],"853 Sok. No: 35/ C, 35920 İzmir, Turkey",38.421244,27.130793,yelp,Konak İskele,467.1415774111094,Konak İskele,38.4187847458,27.1264456215,38
Kahve Deryası,2.0,Unknown,"['Coffee & Tea', 'Cafes']","Konak Mh., Mustafa Kemal Sahil Blv. 21-01, 35250 İzmir, Turkey",38.41878,27.125868,yelp,Konak İskele,50.325275111986066,Konak İskele,38.4187847458,27.1264456215,38
Kaffa Keyf,7.2,2.0,Café,"Konak Vapur İskelesi Üstü, Konak",38.418746,27.125476,foursquare,Bisim Üye Noktası,33.05229626416537,Bisim Üye Noktası,38.4187094,27.1250995,0
Sakiz Restaurant,8.4,3.0,Seafood,"Ataturk Cad No: 158/A Konak, 35220 Konak",38.428781,27.136552,foursquare,Vasıf Çınar,264.4606960727019,Vasıf Çınar,38.4303211039,27.1342384751,20
Midpoint Alsancak,8.7,2.0,Dining and Drinking,"Şehit Nevres Bul Swiss Hotel No: 2/A, Alsancak, İzmir",38.428502,27.136306,foursquare,Vasıf Çınar,270.8323552537244,Vasıf Çınar,38.4303211039,27.1342384751,20
Kordonboyubalik.,8.4,3.0,Seafood,"Atatürk Cad No:174/B Alsancak Konak, 35220 İzmir",38.429904,27.134669,foursquare,Vasıf Çınar,59.644452729664366,Vasıf Çınar,38.4303211039,27.1342384751,20
Fish & Steak House,8.4,3.0,Seafood,"Atatürk Cad, No: 174 Daire: 1, Alsancak, 35220 Konak",38.42996,27.134719,foursquare,Vasıf Çınar,58.00221954080207,Vasıf Çınar,38.4303211039,27.1342384751,20
Zaferin Yeri Restaurant,9.4,3.0,Seafood,"Kultur, Ataturk Cad No: 184 / B, 35220 İzmir",38.430625,27.135398,foursquare,Vasıf Çınar,106.50458809799314,Vasıf Çınar,38.4303211039,27.1342384751,20
Körfez Ali Restorant İşletmeciliği,8.4,3.0,Seafood,"Atatürk Cad No:182, A Alsancak, Konak",38.430625,27.135398,foursquare,Vasıf Çınar,106.50458809799314,Vasıf Çınar,38.4303211039,27.1342384751,20
Balıkçı Hasan,8.6,3.0,Seafood,"Atatürk Cad, No: 186, Kordon (1.Kordon), 35100 Konak",38.43096,27.135694,foursquare,Vasıf Çınar,145.33193670740258,Vasıf Çınar,38.4303211039,27.1342384751,20
Deniz Restaurant,8.7,3.0,Diner,"Atatürk Cad No: 188, 35220 Konak",38.43129,27.136077,foursquare,Vasıf Çınar,193.01268728416224,Vasıf Çınar,38.4303211039,27.1342384751,20
Lokanta Mahalle,8.8,Unknown,Turkish Home Cooking,"Mustafa Münir Birsel Sok No:8/A, Konak",38.429904,27.136523,foursquare,Vasıf Çınar,204.3304482940132,Vasıf Çınar,38.4303211039,27.1342384751,20
Teras,8.5,Unknown,Dining and Drinking,"Atatürk Cad No:190 Alsancak, İzmir",38.43167,27.136598,foursquare,Vasıf Çınar,254.43812675290556,Vasıf Çınar,38.4303211039,27.1342384751,20
Balıkada,8.9,3.0,Seafood,"Sehit Nevres Bul No: 2/G-h Swissotel Alti, İzmir",38.428485,27.136569,foursquare,Vasıf Çınar,287.9150378798148,Vasıf Çınar,38.4303211039,27.1342384751,20
Sushico,8.3,2.0,Sushi,"Şehit Nevres Bul, No: 2 / F Alsancak, 35220 Konak",38.428485,27.136569,foursquare,Vasıf Çınar,287.9150378798148,Vasıf Çınar,38.4303211039,27.1342384751,20
Cafe La Cigale,4.8,₺₺₺,['French'],"Cumhuriyet Bulv., Fransız Kültür Merkezi No: 152, İzmir, Turkey",38.431544,27.13707,yelp,Vasıf Çınar,281.64273070572716,Vasıf Çınar,38.4303211039,27.1342384751,20
Fish House,4.0,₺₺,"['Turkish', 'Fish & Chips']","Atatürk Cad., No: 174 D: 1, 35920 İzmir, Turkey",38.430064,27.134626,yelp,Vasıf Çınar,44.23545218976564,Vasıf Çınar,38.4303211039,27.1342384751,20
Meyhane Sisim,3.8,Unknown,['Turkish'],"Atatürk Cad.No: 174, 35220 İzmir, Turkey",38.4298583405343,27.1344995733801,yelp,Vasıf Çınar,56.2590899048354,Vasıf Çınar,38.4303211039,27.1342384751,20
Zafer'in Yeri Restaurant,5.0,Unknown,['Seafood'],"Atatürk Cad. No:184/B, 35220 İzmir, Turkey",38.430788,27.13551,yelp,Vasıf Çınar,122.32148059764064,Vasıf Çınar,38.4303211039,27.1342384751,20
Gümüş Balık Restaurant,8.4,3.0,Seafood,"Kazım Dirik Cad, No: 1 / A, Pasaport (1.Kordon), İzmir",38.426273,27.132392,foursquare,Pasaport İskele,139.37687678323587,Pasaport İskele,38.4275173482,27.1325844103,20
Çınaraltı Meyhanesi,9.2,2.0,Turkish,"Vali Kazım Dirik Cad No:22 A, İzmir",38.42563,27.134143,foursquare,Pasaport İskele,249.95265639623963,Pasaport İskele,38.4275173482,27.1325844103,20
Hisar Balık Pişiricisi,8.7,3.0,Seafood,"Vali Kazım Dirik Cad, No: 18 / A, 35210 Konak",38.425854,27.13434,foursquare,Pasaport İskele,239.99280724561274,Pasaport İskele,38.4275173482,27.1325844103,20
Scappi,8.8,3.0,American,"Gaziosmanpasa Bul No:1, 35210 İzmir",38.427954,27.135637,foursquare,Pasaport İskele,270.3057576701044,Pasaport İskele,38.4275173482,27.1325844103,20
