poi_name,poi_rating,poi_price,poi_category,poi_address,poi_latitude,poi_longitude,source,nearest_bike_station,distance_to_nearest_station,bike_station_name,bike_station_latitude,bike_station_longitude,number_of_bikes
Artı Burgerhouse,8.6,2.0,Burgers,"185 Sok No:21, 35100 Bornova",38.461658,27.207315,foursquare,Buz Pisti 2,457.2830855975785,Buz Pisti 2,38.46576,27.207689,20
Dürümcü Oğuz'un Yeri,8.7,Unknown,Kebab,"185 Sok No:40-2, Bornova",38.461386,27.207645,foursquare,Buz Pisti 2,486.38238321920704,Buz Pisti 2,38.46576,27.207689,20
Gerdan Gurme,7.7,2.0,Fried Chicken,"Mustafa Kemal Cad No:116/A Bornova Merkez, Bornova",38.461693,27.204934,foursquare,Buz Pisti 2,511.9066477326968,Buz Pisti 2,38.46576,27.207689,20
Bodrum Balıkçısı,5.0,Unknown,"['Turkish', 'Pubs']","Yüzbaşı İbrahim Hakkı Caddesi 151, Yüzbaşı İbrahim Hakkı Caddesi No:151, 35100 İzmir, Turkey",38.4653516973707,27.2063058614731,yelp,Buz Pisti 2,128.69558593427857,Buz Pisti 2,38.46576,27.207689,20
Namlı Ciğer,4.0,Unknown,['Turkish'],"Küçükpark Mevki, 175 Sok. No: 21 D: 1, İzmir, Turkey",38.462169,27.211426,yelp,Buz Pisti 2,515.0764897265418,Buz Pisti 2,38.46576,27.207689,20
Ohannes Burger,4.0,₺,"['Fast Food', 'Burgers']","Kazım Dirik Mah., 162 Sok.No:14 Küçükpark Bornova, 35040 İzmir, Turkey",38.460488,27.215264,yelp,Buz Pisti 2,882.4028158126795,Buz Pisti 2,38.46576,27.207689,20
Kardeşler Sandwich & Köfte Salonu,4.6,Unknown,['Turkish'],"Kazım Dirik Mah. Küçük Park Mevki, 168 Sok. No: 2/A, Ege Üniversitesi Yakını, İzmir, Turkey",38.459604,27.211726,yelp,Buz Pisti 2,769.4861833071733,Buz Pisti 2,38.46576,27.207689,20
Tabure Büfe ve Çay Evi,4.5,Unknown,['Cafeteria'],"Gediz Cad. 520. Sok., Bornova, 35030 İzmir, Turkey",38.464899,27.208686,yelp,Buz Pisti 2,129.23113379012906,Buz Pisti 2,38.46576,27.207689,20
Pizza Metro's,5.0,Unknown,['Pizza'],"Mustafa Kemal Cad., No: 119/A, 35030 İzmir, Turkey",38.460774,27.200855,yelp,Buz Pisti 2,813.2774632786703,Buz Pisti 2,38.46576,27.207689,20
Cafe Rebel,3.8,Unknown,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']","Suvari Caddesi, No:58/C, 35030 İzmir, Turkey",38.4611587524414,27.2127513885498,yelp,Buz Pisti 2,675.3102620146747,Buz Pisti 2,38.46576,27.207689,20
Bornova Ocakbaşı,4.2,₺₺,['Turkish'],"180/2 Sok. No: 3/D, 35030 İzmir, Turkey",38.461851,27.210122,yelp,Buz Pisti 2,483.5319997715244,Buz Pisti 2,38.46576,27.207689,20
Aynalı Büfe,3.7,₺,['Fast Food'],"Gediz Cad., No: 16/C, 35320 İzmir, Turkey",38.462416,27.20905,yelp,Buz Pisti 2,390.2609777914586,Buz Pisti 2,38.46576,27.207689,20
Tuzu Biberi Kahvaltı ve Yemek Evi,4.7,Unknown,"['Turkish', 'Breakfast & Brunch']","Fatih Sultan Mehmet Cad. No:55/B, Bornova, 35030 İzmir, Turkey",38.4629908,27.2009576,yelp,Buz Pisti 2,662.0381169749998,Buz Pisti 2,38.46576,27.207689,20
Cadde Cafe Ve Restorant,4.0,Unknown,"['Cafes', 'Coffee & Tea']","Mustafa Kemal Cad., Bornova, 35030 İzmir, Turkey",38.462306,27.207361,yelp,Buz Pisti 2,385.12805893632355,Buz Pisti 2,38.46576,27.207689,20
Bayraklı İskele Cafe,7.6,2.0,Café,"Altınyol Caddesi, İzmir",38.463939,27.161916,foursquare,Bayraklı İskele,81.47922562123017,Bayraklı İskele,38.4635758915,27.1627288532,15
Cafe Enfes,7.9,2.0,Café,Bayraklı,38.462916,27.165664,foursquare,Bayraklı İskele,265.8788281741993,Bayraklı İskele,38.4635758915,27.1627288532,15
Sanal Kumda Kahve & Waffle,7.9,2.0,Café,"1915 Sok No:6/A (Sevgi Yolu), İzmir",38.463541,27.166031,foursquare,Bayraklı İskele,287.53151056721447,Bayraklı İskele,38.4635758915,27.1627288532,15
Mevlana Pide & Döner,8.1,2.0,Pide,"Ord. Prof. Ekrem Akurgal Cad No:49/A Bayrakli (Bayraklı Sevgi Yolu), 35530 İzmir",38.464027,27.165811,foursquare,Bayraklı İskele,272.997770236694,Bayraklı İskele,38.4635758915,27.1627288532,15
Meyhane Nevizade,6.9,2.0,Meyhane,"1606/1 Sok No:8, Bayraklı",38.462715,27.164188,foursquare,Bayraklı İskele,159.07100067335855,Bayraklı İskele,38.4635758915,27.1627288532,15
Kula Pide Restaurant,8.1,Unknown,Pide,Bayraklı,38.462697,27.166306,foursquare,Bayraklı İskele,326.4232961506673,Bayraklı İskele,38.4635758915,27.1627288532,15
Köfteci İsmet Usta,7.9,Unknown,Kofte,"1916 Sok (Bayrakli sevgi yolu), 35530 Bayraklı",38.463133,27.166876,foursquare,Bayraklı İskele,364.4202343336381,Bayraklı İskele,38.4635758915,27.1627288532,15
Bizim Döner Murat Usta,7.8,2.0,Turkish,Bayraklı,38.464429,27.165981,foursquare,Bayraklı İskele,298.61811823932277,Bayraklı İskele,38.4635758915,27.1627288532,15
Mert'in Yeri & İsmail Usta,7.9,4.0,Steakhouse,"1916 Sok No:4A Bayraklı (Sevgi Yolu Bayraklı), İzmir",38.463496,27.166733,foursquare,Bayraklı İskele,348.73907156804273,Bayraklı İskele,38.4635758915,27.1627288532,15
Seferoğulları Unlu Mamulleri,7.6,1.0,Bakery,Bayraklı,38.467357,27.165413,foursquare,Bayraklı İskele,481.0222745598431,Bayraklı İskele,38.4635758915,27.1627288532,15
Tepekule A7 Şehir Kulübü,4.0,Unknown,['Turkish'],"Anadolu Cad., Tepekule Sergi ve Kongre Sergi Sarayı No: 40, İzmir, Turkey",38.464857,27.163491,yelp,Bayraklı İskele,157.14976177117018,Bayraklı İskele,38.4635758915,27.1627288532,15
Doyuran Lokantası,0.0,Unknown,['Turkish'],"1913 Sok. No: 6/A, 35030 İzmir, Turkey",38.46303,27.165611,yelp,Bayraklı İskele,258.17559399758125,Bayraklı İskele,38.4635758915,27.1627288532,15
Romantik Cafe,0.0,Unknown,"['Coffee & Tea', 'Cafes']","1914 Sok. No: 3, 35030 İzmir, Turkey",38.463558,27.16571,yelp,Bayraklı İskele,259.5646811815216,Bayraklı İskele,38.4635758915,27.1627288532,15
Pınar Büfe,0.0,Unknown,['Fast Food'],"1688 Sok. No: 31/A, 35580 İzmir, Turkey",38.4662285,27.1668301,yelp,Bayraklı İskele,463.14249160961833,Bayraklı İskele,38.4635758915,27.1627288532,15
Ayın Kebap & Lahmacun,4.0,Unknown,['Lahmacun'],"Donanmacı Mah., 1719 Sk.No: 19 / A Karşıyaka, 35580 İzmir, Turkey",38.4671638,27.1676501,yelp,Bayraklı İskele,585.4470361398361,Bayraklı İskele,38.4635758915,27.1627288532,15
Havuz Cafe Restoran-Bayraklı A.Ş.,7.1,2.0,Café,"Altınyol Cad No:75/A Fuat Edip Baksı Mah Bayraklı, Bayraklı",38.466638,27.159121,foursquare,Bayraklı Nikah Salonu,24.40363502117836,Bayraklı Nikah Salonu,38.4667637722,27.158891294,12
Cafe Cansu,7.5,2.0,Café,"Zeki Yavaş Cad No: 78, Bayraklı",38.467867,27.160206,foursquare,Bayraklı Nikah Salonu,167.7795882810797,Bayraklı Nikah Salonu,38.4667637722,27.158891294,12
Enişte Börek Evi,6.3,2.0,Breakfast,"1644 Sok (Anadolu Caddesi), İzmir",38.467448,27.160713,foursquare,Bayraklı Nikah Salonu,175.90601674862174,Bayraklı Nikah Salonu,38.4667637722,27.158891294,12
Yıl Teras Cafe,8.2,2.0,Café,"75, İzmir",38.471745,27.154912,foursquare,Bayraklı Nikah Salonu,653.3061247416913,Bayraklı Nikah Salonu,38.4667637722,27.158891294,12
Cordelia Blue Cafe,2.0,Unknown,['Turkish'],"1720 Sok. 38/ A, Karşıyaka, 35590 İzmir, Turkey",38.475468,27.158848,yelp,Bayraklı Nikah Salonu,967.8746776219729,Bayraklı Nikah Salonu,38.4667637722,27.158891294,12
Mandarin,7.8,Unknown,Restaurant,"Turan Mah, İzmir",38.467054,27.153591,foursquare,İzban Turan İstasyonu,349.2531401730263,İzban Turan İstasyonu,38.4671289884,27.1495805948,12
Sandal Marina,7.1,3.0,Seafood,"Bayraklı, Turan, İzmir",38.464966,27.146514,foursquare,İzban Turan İstasyonu,359.34545515606607,İzban Turan İstasyonu,38.4671289884,27.1495805948,12
Saime Sultan Yalısı,3.5,Unknown,['Turkish'],"1649 Sok. No: 79, Karşıyaka, 35100 İzmir, Turkey",38.4658809,27.1505167,yelp,İzban Turan İstasyonu,160.94241824527987,İzban Turan İstasyonu,38.4671289884,27.1495805948,12
Mekanique,8.2,Unknown,Dining and Drinking,"Cemal Gürsel Cad No:196, Karşıyaka",38.456052,27.120657,foursquare,Karşıyaka iskele,91.11911324096859,Karşıyaka iskele,38.4552765126,27.120318845,3
Tarihi Konak Balıkçısı,8.2,Unknown,Dining and Drinking,Unknown,38.454727,27.119589,foursquare,Karşıyaka iskele,88.16173342015962,Karşıyaka iskele,38.4552765126,27.120318845,3
Çorbacı Cenko,8.4,1.0,Soup Spot,"1723 Sok No: 5 / A Mah Kemalpaşa Camii Sok (Karşıyaka), İzmir",38.455443,27.1191,foursquare,Karşıyaka iskele,107.73472088899312,Karşıyaka iskele,38.4552765126,27.120318845,3
Kardeşler Büfe,8.3,1.0,Sandwich Spot,"Cemal Gürsel Cad No:234/B, Karşıyaka",38.454818,27.118733,foursquare,Karşıyaka iskele,147.20118357559318,Karşıyaka iskele,38.4552765126,27.120318845,3
Evreka Cafe,9.3,2.0,Café,"1722 Sok No:7, 35000 Karşıyaka",38.455617,27.118233,foursquare,Karşıyaka iskele,185.53108889500146,Karşıyaka iskele,38.4552765126,27.120318845,3
Tilla Restaurant,8.2,2.0,Turkish,"1690 Sok No:22/A, Karşıyaka",38.456846,27.119317,foursquare,Karşıyaka iskele,195.1078696971908,Karşıyaka iskele,38.4552765126,27.120318845,3
Karşıyaka Kokoreç,8.0,Unknown,Kokoreç Restaurant,İzmir,38.456126,27.118851,foursquare,Karşıyaka iskele,158.9301195233347,Karşıyaka iskele,38.4552765126,27.120318845,3
Köfteci Erol,8.9,2.0,Turkish,"1721 Sok No:4 Melek İşhanı Ve Pasajı P05, Karşıyaka",38.456036,27.118139,foursquare,Karşıyaka iskele,207.75094364736788,Karşıyaka iskele,38.4552765126,27.120318845,3
Yağmur Cafe,8.2,2.0,Café,İzmir,38.455672,27.118282,foursquare,Karşıyaka iskele,182.7308221196084,Karşıyaka iskele,38.4552765126,27.120318845,3
Karşıyaka Meyhane,8.5,Unknown,Meyhane,Unknown,38.454399,27.1179,foursquare,Karşıyaka iskele,232.12888601562443,Karşıyaka iskele,38.4552765126,27.120318845,3
Hasır Ocakbaşı Kobalak,4.5,₺,"['Turkish', 'Kebab']","Donanmacı Mah., 1715. Sok. No: 65, Akbank Yakını, İzmir, Turkey",38.458537,27.118485,yelp,Karşıyaka iskele,396.1571972479368,Karşıyaka iskele,38.4552765126,27.120318845,3
Villa Grilla,5.0,Unknown,['Pizza'],"1690 Sok. No: 44/B, Karşıyaka, 35580 İzmir, Turkey",38.456697,27.11916,yelp,Karşıyaka iskele,187.43204181161525,Karşıyaka iskele,38.4552765126,27.120318845,3
Hisarönü Çaycısı,4.0,₺₺,['Turkish'],"Cemal gürsel Cad. 168, Karsiyaka, 35510 İzmir, Turkey",38.4559742,27.1231379,yelp,Karşıyaka iskele,257.4388404871879,Karşıyaka iskele,38.4552765126,27.120318845,3
Özlem Lokantası,4.7,₺₺,"['Turkish', 'Rice']","Donanmaci Mah., 1722 Sok. No:7/A karşıyaka, 35090 İzmir, Turkey",38.4555821195338,27.1191587043686,yelp,Karşıyaka iskele,106.58282203581625,Karşıyaka iskele,38.4552765126,27.120318845,3
Konyalı Etli Ekmek ve Fırın Kebabı,4.0,Unknown,['Turkish'],"Yalı Mah., Uslu Apt. Yalı Cad.  No: 276/ A, İzmir, Turkey",38.453652,27.117304,yelp,Karşıyaka iskele,318.66746342054086,Karşıyaka iskele,38.4552765126,27.120318845,3
Ayla Tantuni,4.6,₺,['Fast Food'],"Donanmacı Mah., Kemal Paşa Cad. No:7-A, 35580 İzmir, Turkey",38.455458,27.119362,yelp,Karşıyaka iskele,85.72743520783372,Karşıyaka iskele,38.4552765126,27.120318845,3
Zeytinyağlı,4.8,₺,['Turkish'],"1716. Sk .No.3 /A, Karşıyaka, 35110 İzmir, Turkey",38.4577715481181,27.1164431226539,yelp,Karşıyaka iskele,436.876953100673,Karşıyaka iskele,38.4552765126,27.120318845,3
Pelmenni Geleneksel Sibirya Mantısı,5.0,Unknown,['Russian'],"Fazilbey Cad.No:4/C 2039 Sok. No:3, Atakent, Karşıyaka, 35530 İzmir, Turkey",38.4536487,27.1161656,yelp,Karşıyaka iskele,404.41992569640325,Karşıyaka iskele,38.4552765126,27.120318845,3
Öz Efe Manisalı Kebap,5.0,₺,"['Turkish', 'Kebab']","1715 Sok. No: 17/A, 35590 İzmir, Turkey",38.456615,27.116624,yelp,Karşıyaka iskele,354.48770544509296,Karşıyaka iskele,38.4552765126,27.120318845,3
Kebapçı Saim,4.0,₺,['Chee Kufta'],"1721. sk, Karşıyaka, 35530 İzmir, Turkey",38.455918,27.118133,yelp,Karşıyaka iskele,203.26118736034945,Karşıyaka iskele,38.4552765126,27.120318845,3
Keyff İskele Fasıl Restoran,3.5,Unknown,['Turkish'],"Karşıyaka Vapur İskelesi, 35110 İzmir, Turkey",38.455363,27.120008,yelp,Karşıyaka iskele,28.724874887976952,Karşıyaka iskele,38.4552765126,27.120318845,3
Burger King,1.0,Unknown,"['Fast Food', 'Burgers']","Donanmacı Mah. Kemal Paşa Cad. 1717 Sok. No: 110, Karşıyaka, 35920 İzmir, Turkey",38.45644,27.117932,yelp,Karşıyaka iskele,244.8128309188439,Karşıyaka iskele,38.4552765126,27.120318845,3
Biraver Cafe & Bar,4.0,₺,"['Pubs', 'Cafes', 'Coffee & Tea']","Cemal Gürsel Cd. 278/ A, Karşıyaka, 35480 İzmir, Turkey",38.4535074362059,27.1170700965424,yelp,Karşıyaka iskele,344.5631727733027,Karşıyaka iskele,38.4552765126,27.120318845,3
İstanbul Kokoreç,4.0,Unknown,['Turkish'],"1690 Sok. No: 2, 35580 İzmir, Turkey",38.456089,27.1189308,yelp,Karşıyaka iskele,150.89894454460858,Karşıyaka iskele,38.4552765126,27.120318845,3
Hisar Söğüş,4.0,Unknown,['Turkish'],"1690. Sok. No: 98/B, 35110 İzmir, Turkey",38.458667,27.12008,yelp,Karşıyaka iskele,377.5787260318583,Karşıyaka iskele,38.4552765126,27.120318845,3
Kivi,3.0,Unknown,['Turkish'],"1723. Sok. No: 9, 35110 İzmir, Turkey",38.455496,27.118839,yelp,Karşıyaka iskele,131.1499385647946,Karşıyaka iskele,38.4552765126,27.120318845,3
Pizza Villa,3.5,₺,['Pizza'],"Donanmacı Mah., Karşıyaka, 35530 İzmir, Turkey",38.4560149542572,27.1175898994751,yelp,Karşıyaka iskele,251.41170584119777,Karşıyaka iskele,38.4552765126,27.120318845,3
Enver Usta Et Lokantası,4.3,₺,['Turkish'],"1878. Sk ., Karşıyaka, 35110 İzmir, Turkey",38.4582315230181,27.1158718121337,yelp,Karşıyaka iskele,507.8464174017239,Karşıyaka iskele,38.4552765126,27.120318845,3
Ezo Ana Mantı Evi,5.0,Unknown,['Turkish'],"İzmir Adliye Sarayı Yanı, Bayraklı, 35530 Izmir, Turkey",38.4593993,27.1205925,yelp,Karşıyaka iskele,459.0525341237877,Karşıyaka iskele,38.4552765126,27.120318845,3
Durock,4.0,Unknown,"['Pubs', 'Cafes', 'Coffee & Tea']","Yalı Cad. No:318 /A, Karşıyaka, 35520 İzmir, Turkey",38.4522488985563,27.1162665132447,yelp,Karşıyaka iskele,487.7024206493882,Karşıyaka iskele,38.4552765126,27.120318845,3
Geçit Pide Salonu,5.0,Unknown,['Turkish'],"1713 Sok. No: 74/B, 35100 İzmir, Turkey",38.458705,27.118844,yelp,Karşıyaka iskele,402.27967921697365,Karşıyaka iskele,38.4552765126,27.120318845,3
Kent Restaurant,8.1,2.0,Seafood,"Cemal Gürsel Cad No:53/A, 35510 Karşıyaka",38.448912,27.112318,foursquare,Karşıyaka Evlendirme Dairesi,163.42663542870648,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
Yelken Restaurant,8.5,3.0,Seafood,"Cemal Gürsel Cad No:416/A, Karşıyaka",38.450705,27.108244,foursquare,Karşıyaka Evlendirme Dairesi,245.35005759144585,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
Pitas Boşnak Börekçisi,8.5,2.0,Café,"Fazıl Bey Cad, İzmir",38.454437,27.111722,foursquare,Karşıyaka Evlendirme Dairesi,560.0592913605063,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
Aytekin Usta,8.8,2.0,Turkish,"Aksoy Cad Karşıyaka, 35580 İzmir",38.454655,27.110153,foursquare,Karşıyaka Evlendirme Dairesi,576.7450896166514,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
Deniz Restoran,4.0,₺₺₺₺,"['Seafood Markets', 'Restaurants']","Yalı Cad., Karşıyaka Spor Kulubü No: 396 K: Zemin, 35430 İzmir, Turkey",38.450222,27.109407,yelp,Karşıyaka Evlendirme Dairesi,131.81342706416453,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
Dante Cafe & Bar,4.2,₺₺,"['Bars', 'Cafeteria']","Aksoy Mahallesi, Park İçi Yolu, 35580 Karşıyaka/İzmir, Turkey",38.4490935620889,27.1116020902991,yelp,Karşıyaka Evlendirme Dairesi,98.2724051875279,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
Rakım 35 Restaurant,4.0,Unknown,['Seafood'],"Yalı Cad. No:376, Karşıyaka, 35480 İzmir, Turkey",38.4507420277827,27.1128831989502,yelp,Karşıyaka Evlendirme Dairesi,244.3431756298455,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
Adı Tadı Kahvaltı & Cafe,8.3,2.0,Breakfast,"Girne Bul 24/A Karşıyaka (Girne Bulvarı), İzmir",38.453057,27.105591,foursquare,Yunuslar,245.35437526412792,Yunuslar,38.4511789658,27.1041118947,12
Gordios Cafe & Ev Yemekleri,8.4,Unknown,Turkish Home Cooking,"Girne Cad 27/A, İzmir",38.453448,27.105936,foursquare,Yunuslar,298.1426293562831,Yunuslar,38.4511789658,27.1041118947,12
Şehnaz Özbek Mantısı,9.3,Unknown,Manti,"Girne BLV 36-6A (Girne caddesi no:36-6A Karşıyaka), Karşıyaka",38.454571,27.106834,foursquare,Yunuslar,445.4773907959598,Yunuslar,38.4511789658,27.1041118947,12
Balıkhanee,8.3,3.0,Seafood,"Fazıl Bey Cad No:95/1 (Fazıl Bey Caddesi), 35580 Karşıyaka",38.455236,27.107513,foursquare,Yunuslar,539.6519874123588,Yunuslar,38.4511789658,27.1041118947,12
Aslı Pide Pizza Ve Lahmacun Salonu,8.0,2.0,Turkish,"1738 Sok No:87/1B Aksoy Karşıyaka (Girne Caddesi), 35530 İzmir",38.455236,27.10844,foursquare,Yunuslar,587.8385195497495,Yunuslar,38.4511789658,27.1041118947,12
Aksoy Pide,8.4,Unknown,Pide,"Aksoy Cad (Girne Blv.), İzmir",38.455018,27.107228,foursquare,Yunuslar,505.8231612060111,Yunuslar,38.4511789658,27.1041118947,12
İkram Evi Karşıyaka İzmir,9.3,Unknown,Turkish Home Cooking,Karşıyaka,38.454509,27.104091,foursquare,Yunuslar,370.28790194144324,Yunuslar,38.4511789658,27.1041118947,12
Cafe La Vie,8.8,2.0,Café,"Cemal Gürsel Cad, No: 407 / A, Denizbostanlısı, 35000 Karşıyaka",38.453531,27.10091,foursquare,Yunuslar,382.2839204950192,Yunuslar,38.4511789658,27.1041118947,12
Thechef4U,8.6,Unknown,Food Court,"Nebil Susup Sok No:112/A, İzmir",38.455331,27.106021,foursquare,Yunuslar,490.70384069942116,Yunuslar,38.4511789658,27.1041118947,12
Kent Restoran,4.3,₺₺₺,['Seafood'],"Yalı Cad., Karşıyaka, 35520 İzmir, Turkey",38.450777,27.106885,yelp,Yunuslar,245.58743252935344,Yunuslar,38.4511789658,27.1041118947,12
Bolu Mangal Bostan,5.0,Unknown,"['Turkish', 'Barbeque']","Kazım Dirik Cad. No.7, Pasaport, 35580 İzmir, Turkey",38.4518219,27.1041843,yelp,Yunuslar,71.76862079340181,Yunuslar,38.4511789658,27.1041118947,12
Aksoy Pide Salonu,5.0,Unknown,['Turkish'],"Aksoy Mah., 1745 Sok. No:17/A, Karşıyaka, 35110 İzmir, Turkey",38.4550674041927,27.1069512912487,yelp,Yunuslar,498.07780150010683,Yunuslar,38.4511789658,27.1041118947,12
Öz Servet Pide ve Lahmacun Salonu,5.0,Unknown,"['Lahmacun', 'Kebab']","Aksoy Mah., 1735 Sok. No:85/A, 35580 İzmir, Turkey",38.456469,27.10856,yelp,Yunuslar,704.297904263664,Yunuslar,38.4511789658,27.1041118947,12
Coffemania,4.5,₺,"['Cafes', 'Coffee & Tea']","Bostanlı Mah., Cemal Gürsel Cad., 35480 İzmir, Turkey",38.451355,27.10473,yelp,Yunuslar,57.27393446994727,Yunuslar,38.4511789658,27.1041118947,12
Caddeboyu Balık,3.0,Unknown,['Seafood'],"Cemal Gürsel Cad., 35480 İzmir, Turkey",38.451355,27.10473,yelp,Yunuslar,57.27393446994727,Yunuslar,38.4511789658,27.1041118947,12
Dönerci Vahap Usta,5.0,Unknown,"['Turkish', 'Kebab']","1879 Sok. No: 91/B, 35580 İzmir, Turkey",38.459222,27.107873,yelp,Yunuslar,952.4246759436152,Yunuslar,38.4511789658,27.1041118947,12
Peri Art Cafe,8.7,2.0,Café,Karşıyaka,38.45425,27.10059,foursquare,Bostanlı iskele ,337.31901791344046,Bostanlı iskele ,38.45471,27.096761,12
Ler Cafe,8.4,1.0,Café,2008 Sok 1A Bostanlı (Bostanlı),38.454542,27.100782,foursquare,Bostanlı iskele ,350.6344774280055,Bostanlı iskele ,38.45471,27.096761,12
Cafe Park,8.1,2.0,Café,"Bostanli, İzmir",38.455285,27.098378,foursquare,Bostanlı iskele ,154.63949147081345,Bostanlı iskele ,38.45471,27.096761,12
Selanik Meyhanesi,8.5,Unknown,Meyhane,"Cemal Gürsel Cad No:77/1 A (Bostanlı Camii), 35290 İzmir",38.457335,27.097683,foursquare,Bostanlı iskele ,302.7267783877962,Bostanlı iskele ,38.45471,27.096761,12
Kokoreççi Baki Usta,8.8,2.0,Kokoreç Restaurant,"Cemal Gürsel Cad No:500/B Bostanli Karsiyaka Izmir, İzmir",38.457469,27.097431,foursquare,Bostanlı iskele ,312.285140280436,Bostanlı iskele ,38.45471,27.096761,12
Gourmet,8.8,1.0,Bakery,"1794 Sok, 35540 İzmir",38.456898,27.099458,foursquare,Bostanlı iskele ,338.1471563055339,Bostanlı iskele ,38.45471,27.096761,12
Karaf Meyhane,8.9,Unknown,Meyhane,"Cemal Gürsel Cad No:97/B, Karşıyaka",38.457893,27.096322,foursquare,Bostanlı iskele ,355.9922212641675,Bostanlı iskele ,38.45471,27.096761,12
Bostanli Uskup Restoran,8.3,3.0,Seafood,"Cemal Gursel Cad No: 516/A Karsiyaka, Karşıyaka",38.458094,27.09687,foursquare,Bostanlı iskele ,376.40384377794163,Bostanlı iskele ,38.45471,27.096761,12
Aralık Sonu Ocakbaşı,4.5,₺,['Barbeque'],"Cemal Gürsel Cad., 1788 Sok. No:3/A, 35590 İzmir, Turkey",38.45606,27.099699,yelp,Bostanlı iskele ,296.61882457021466,Bostanlı iskele ,38.45471,27.096761,12
Bostanlı Temiz Mandıra,4.4,Unknown,"['Seafood', 'Turkish', 'Breakfast & Brunch']","Bostanlı Mah., Cemal Gürsel Cad. No:476/3A, 35590 İzmir, Turkey",38.4552108603492,27.0999070976692,yelp,Bostanlı iskele ,279.55516994435015,Bostanlı iskele ,38.45471,27.096761,12
Giritli Restaurant,4.4,Unknown,"['Turkish', 'Greek']","Hurriyet Bulv. No  38, 35590 İzmir, Turkey",38.453369,27.097099,yelp,Bostanlı iskele ,151.98956307840336,Bostanlı iskele ,38.45471,27.096761,12
Denizpark Cafe & Restaurant,4.3,₺₺₺,"['Breakfast & Brunch', 'Turkish', 'Cafes']","Hasan Ali Yücel Blv., Karşıyaka, 35590 İzmir, Turkey",38.453428,27.096904,yelp,Bostanlı iskele ,143.09491716543675,Bostanlı iskele ,38.45471,27.096761,12
Meşhur Midyeci Ahmet,4.4,₺₺,['Seafood'],"Bostanlı Mah. Şehitler Bulv., No: 10/B, 35590 İzmir, Turkey",38.45764,27.098856,yelp,Bostanlı iskele ,373.3960200352544,Bostanlı iskele ,38.45471,27.096761,12
Kalispera Restaurant,4.8,Unknown,['Turkish'],"Cemal Gürsel Cad. No: 520/A, Bostanlı, 35590 İzmir, Turkey",38.4578411,27.0971268,yelp,Bostanlı iskele ,349.6168976649742,Bostanlı iskele ,38.45471,27.096761,12
Fuat'in Yeri,5.0,Unknown,"['Tapas/Small Plates', 'Pubs']","Bostanlı Mah., 1807/2. Sk No:16, 35600 İzmir, Turkey",38.45703,27.097853,yelp,Bostanlı iskele ,274.9386931928723,Bostanlı iskele ,38.45471,27.096761,12
Sir Winston Tea House,4.0,₺₺₺,"['Coffee & Tea', 'Cafes']","Bostanlı Mah. Cemal Gürsel Cad., No: 474/A, Eski Böcük Yeri, İzmir, Turkey",38.454536,27.100211,yelp,Bostanlı iskele ,301.0379553636222,Bostanlı iskele ,38.45471,27.096761,12
Olta Balık,3.8,Unknown,['Seafood'],"Cemal Gürsel Cad. 476/5 A Bostanlı, Karşıyaka, 35590 İzmir, Turkey",38.4545425,27.1001716,yelp,Bostanlı iskele ,297.5681710229489,Bostanlı iskele ,38.45471,27.096761,12
Doyuran Pide,4.0,₺,['Turkish'],"Bostanlı Mah., Yalı Cad. No: 73, 35590 İzmir, Turkey",38.456828,27.098532,yelp,Bostanlı iskele ,281.5075698350167,Bostanlı iskele ,38.45471,27.096761,12
Aşcı Balık Restoran,5.0,Unknown,['Seafood'],"Bostanlı Mah., Cemal Gürsel Cad. No: 516/C, 35540 İzmir, Turkey",38.457918,27.096874,yelp,Bostanlı iskele ,356.84950696788707,Bostanlı iskele ,38.45471,27.096761,12
The Best Cafe,4.0,₺,"['Coffee & Tea', 'Cafes']","Bostanlı Mah., 1807 Sok. No: 71/A, 35590 İzmir, Turkey",38.4585686,27.0964699,yelp,Bostanlı iskele ,429.8054213838176,Bostanlı iskele ,38.45471,27.096761,12
Muhtelif Meyhane,8.8,Unknown,Meyhane,"Suat Gürbüzer Sok No:9/A, 35590 Karşıyaka",38.456033,27.094959,foursquare,Bostanlı Odağı,202.53228652412832,Bostanlı Odağı,38.456065695,27.0926334293,24
Gets Refined Patisserie,8.3,1.0,Bakery,35590 İzmir,38.456943,27.095484,foursquare,Bostanlı Odağı,266.69436852685016,Bostanlı Odağı,38.456065695,27.0926334293,24
Tuzu Biberi Kahvaltı Ve Yemek Evi,8.2,2.0,Turkish,"1807 / 1 Sok, No: 16 / Cad, Denizbostanlısı (Hasan Ali Yücel Bulvari), 35590 Karşıyaka",38.456256,27.094229,foursquare,Bostanlı Odağı,140.53677102940705,Bostanlı Odağı,38.456065695,27.0926334293,24
